_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
1705,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1764,CPP - Uniform,3800
1706,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,6570,Bank service charges,63000
1707,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4230,Business travel - other expenses,200
1708,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1746,EI - Civilian,3900
1709,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,5-Equipment,3420,Computers - software,88900
1710,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,3-Benefits,1776,OMERS - Civilian,260800
1711,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4230,Business travel - other expenses,100
1712,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4225,Business travel - public transit,100
1713,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1533,Alternate rate - Uniform,4600
1714,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4760,Membership fees,1900
1715,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1744,EI - Uniform,1300
1716,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4230,Business travel - other expenses,300
1717,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,5-Equipment,3420,Computers - software,2000
1718,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4225,Business travel - public transit,200
1719,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4255,Conferences / seminars,3400
1720,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1505,Regular salaries - Civilian A,3980000
1721,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4312,Courses / seminars,14600
1722,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4815,Courier services,200
1723,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4255,Conferences / seminars,2000
1724,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1776,OMERS - Civilian,64500
1725,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4770,Parking expenses,200
1726,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4659,Maintenance - computer,313600
1727,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4815,Courier services,100
1728,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,144600
1729,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4312,Courses / seminars,3000
1730,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4255,Conferences / seminars,3400
1731,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1773,OMERS - Uniform,19000
1732,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4760,Membership fees,700
1733,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4312,Courses / seminars,4800
1734,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4312,Courses / seminars,1000
1735,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1504,Regular salaries - Uniform,126600
1736,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,4-Materials & Supplies,2010,Stationery and office supplies,500
1737,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4970,Services & rents - general,1200
1738,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4659,Maintenance - computer,1429700
1739,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4813,Internet,1500
1740,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4811,Wireless services,1600
1741,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1552,Shift Bonus - Civilian A,100
1742,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4098,Service contracts,3800
1743,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4760,Membership fees,300
1744,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4970,Services & rents - general,300
1745,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,6-Services,4230,Business travel - other expenses,2700
1746,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4084,Public relations / promotions,4000
1747,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,6-Services,4811,Wireless services,300
1748,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1551,Shift Bonus - Uniform,100
1749,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,6-Services,4255,Conferences / seminars,12000
1750,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,1-Salaries,1534,Alternate rate - Civilian A,4100
1751,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,6-Services,4086,Translations / interpreters,200
1752,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4098,Service contracts,9300
1753,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Client Technology Services,1-Salaries,1534,Alternate rate - Civilian A,8200
1754,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4811,Wireless services,300
